tweet,polarity
HOYYY GAGO NASA IGS NI ARI (ARIANA GRANDE) YUNG CAMPAIGN RALLY KANINA SA PASIG!!!!  I love you babyyyyyyyy #PasigIsPink  #LetLeniLead2022,
"Hi twitter Moots! I am Ernie, a Kakampink from Negros! I have a lot of questions sana with regards to some issues and politics concerns. Is there anyone to help me with my concerns? Thank you po! Dm po sa interested. Salamaaaaat #LetLeniLead2022 🎀✨",
"137k kasi yung conservative estimate ng #PasigLaban. This is a desperate PR to make it seem na daig nila yung numbers ng rally na yun. What they can't fake is yung energy, wave and the lingering effect of that in social media na umabot pa kay ate Arianna. #CaviteIsPink",
@inksreum #letlenilead,
Gay rights!   Hindi namin kakilala yung iba pero sumama sila sa picture namin. Huhu. Ang saya ng crowd kahapon. 🥺  #PasigIsPink #PasigLaban #MgaBadingNaKPopStans4Leni #KPopStans4Leni  https://t.co/neAJ1mW3ND,
"matchy tayo diyan siz, @_heyallyyy? 🤪 VelaFam and oHannah for #LeniKiko2022 🌸💗  we love ü both sm @janinavela &amp; @hannahkathleenp !!  #HaNinaForLeniKiko #LeniKikoAllTheWay #KulayRosasAngBukas  https://t.co/xKRPoj2ciA",
Happy Cavite Day!  #CaviteIsPink  #800kMinusOne  #OneCaviteForLeniKiko #GobyernongTapatAngatBuhayLahat  #KulayRosasAngBukas 🌷🌷🌷😊,
May t-shirt ka na ba para sa #ManilaIsPink? Mag DM ka lang #kakamPink 😘  #MayniLABANTayo #ManilaForLeni  https://t.co/TOBXEdEW57,
"mga accla, sanaol naka holding hands ni adrian lindayag si veep. 😭💗  #PasigLaban #PasigIsPink #10RobredoForPresident #IpapanaloNa10To  https://t.co/bpoq8UQP5C",
@MacLopez769 Kayapa ba Mark? O nginig na? #LetLeniLead2022  #AngatBuhayLahatKayLeni  https://t.co/nhL5B9Z3cq,
"Nag post ako kahapon ng convo namin ng jowa ko kasi proud ako na na convinced ko sya na mag Leni kasi undecided sya between Lacson and Leni, then this walang muka acct commented.. triggered yarn? 🤣 Di naman kasama sa topic nmin sinusupport mo bat papansin? HAHA #LetLeniLead2022  https://t.co/uVWeBwBxZt",
"Let the Pink magic do it again. Nagawa natin for #CAMANAVARocknRosas, magagawa natin for #RizaLeni at gagawin natin sa kahat ng kailangan ang tulong dahil walang pinipili ang Radikal na Pagmamahal ni VP Leni and Sen. Kiko! Let’s go guys!   #KulayRosasAngBukas  #LeniKikoAllTheWay",
"EVERYONE, please read this and RT the quoted tweet for people to know. We don’t want our votes for #LeniKiko and their team to go to waste.  MAGMATYAG, MAGBANTAY, INGATAN ANG BOTO",
Hindi ako taga CAMANAVA pero soon hahhaahha  #LetLeniLead2022  #CAMANAVARocknRosas  https://t.co/j2KrdDx9Gy,
@maltiq Brilliant point Ma'am ❤😍  they focus on BBM and Negativity and wonder why they failed to convert people to support #Lenlen 😅 After spending MILLIONS on Concert like in Ortigas Zamboanga etc 😅,
May naghihiwa na naman ng sibuyas! 🙄  #LeniKiko2022  #LetLeniLead2022,
MGA KAPIT BAHAY ILABAS ANG MGA MODULE NIYO AKO NA MAGSASAGOT NYAN!!!!!💗 #ItodoMoTondo #LENIKIKO #iloveyouagaddoctricia  https://t.co/odu2L1hpeT,
#KulayRosasAngBukas #DapatSiLeni #LeniKiko2022 #IpanaloNa10To 💗💗💗,
Leni is truly the leader we should vote why? Because she is strong and she is ready to listen to us and she can show what a girl or a mother can do to her country  #Angatbabae #WomanMonth #LeniRobredo  https://t.co/QePpA47LUj,
#PasigisPink 's impact,
5 pa ang Start pero dami na! Ok...  Mag eenjoy tayo sa daming Rock in Star! Heheh see you there mga ka Liwanag!😍👏🔥🌷💗✨  #IpanloNa10To #KulayRosasAngBukas #LeniKikoAllTheWay #CAMANAVAisPink #RockandRosas,
Just reminding you. Leni got balls. Junior got magically moving wounds. Eme.  #RespectMyOnion  #PasigLaban  #LeniKiko2022  #TropangAngat,
@PinoyAkoBlog Sobrang bano nung gumawa. Naka zip lock na plastic pero gumamit pa ng stapler? Di na lang nilagay ung papel na #LeniKiko2022 sa loob? Haha.,
‘yung baby ko solid lapit kanina wtf huhuhu I am having fun watching the people I care about being in the #KakamPink #PasigLaban #LeniKiko2022  https://t.co/6JIRKao8zS,
Makakapagpahinga rin after a long day. Salamat Lord! 💖 #LENLEN,
Vote wisely!  #10RobredoForPresident #AngatBuhayLahat #AngatBuhayLahat #DapatSiLeni #LeniKiko2022 #KulayRosasAngBukas  https://t.co/zFRSLxYBRd,
2 of 3 Tung brothers present last Sunday at #PasigLaban 💖🫰🏻,
Mga #kakampinks  Must read 😪 #LeniRobredo2022 #LetLeniLead #BBM  Alam na this mga bobo lang di makaintindi ✌️❤️💚  https://t.co/qOtuduAqXP,
"The last man standing, is a WOMAN💗 #LetLeniLead2022",
Let's all help!  #kakampinks #IpanloNa10To  #LeniKiko #GobyernongTapatAngatBuhayLahat,
"Our first ever rally parade ng sama-sama. Sobrang saya, kahit mga pagod and puyat ‘di kami nag-atobeleng suportahan si VP Leni and Kiko. Maipapanalo na natin ‘to. #PasigLabanParaSaTRoPa #LetLeniLead2022 #LeniKiko2022  https://t.co/1T0cXP4BAd",
this why jinjoo is the shit 😫😤 #letlenilead,
Nangasim 4 Leni 🌸💕 #Kakampink  https://t.co/lWmGiQyFcR,
Bless you! God bless the Philippines! #LabanLeni2022 #LeniKikoAllTheWay #IpanaloNa10To,
"Wala man sa #CAMANAVAisPink campaign rally, kaisa naman ng lahat ng #KakamPink! #LeniRobredo2022 #LeniKiko2022 #LetLeniLead #IpanaloNa10To  https://t.co/iJEUXF8g0l",
Idol kita Tatay Emil. #PasigIsPink  #PasigLaban,
LFG!!!! #CalbayogIsPink #SamarIsPink #SamaSamarTayongAangat #LeniKiko2022,
"Barangka (Marikina City) For Leni - halos weekly nagse serbisyo ng Libreng Tatak ng tshirt. Sariling gastos nila ang pintura, ang  silk screen. Para sa layuning #LetLeniLead #LeniKiko2022 #IpanaloNa10to  https://t.co/zS6gidfJKY",
"I'm bulletproof, nothing to lose Fire away, fire away Ricochet, you take your aim Fire away, fire away #TarlacIsPink #PasigLaban #PasigIsPink #KulayRosasAngBukas",
Magaling!! 👏👏👏🌸🌸🌸💗💗💗 #LeniKiko2022 #LeniforPresident2022 #LetLeniLead #LeniRobredo #KikoPangilinan #PasigIsPink #AngatBuhayLahat  https://t.co/xpNRAI71K7,
A BBM tweeted this 💕 dapat ganto #PasigIsPink #PasigLaban,
Let us not forget why people fought for their freedom in EDSA. #NoToMarcosDuterte2022 #MarcosDuwag #MarcosMagnanakaw #LetLeniLead2022 #LeniKiko2022,
NO. #LeniKiko all the way,
@hazelsopretty #letlenilead,
were all rooting for you girl  #LetLeniLead2022,
@gracedisgrace @bongbongmarcos Ano naman sagot ni #LENLEN baka P10k na ayuda!!!  Ayuda pa more pambili ng boto...  #magnanakawngBOTO,
"KAHIT UMARAW AT UMULAN, PARA KAY MAMA LENI!!! #KpopStansForLeni #PasigIspink #LetLeniLead2022 #AngatBuhayLahat #LeniKaNaLang  https://t.co/PzkYTqQMWV",
Walang solid north di nga kaya magsalita ni b/b/m ng ilocano ng straight!   #IlocosSurParaKayLeniAtKiko #AgukradIlocandia #AngatBuhayLahat #IpanaloNa10To #KulayRosasAngBukas,
@Jimparedes Boto para sa bayan. We deserve only the best. #LeniKiko2022 #LeniKikoAllTheWay 🌸💚🌸💚🌸,
🌸🌸🌸  #LeniRobredo #LeniWanagSaDilim #MasaganangANEhan #NuevaEcijaIsPink,
Kung #LeniLutang sympre may #BBMsabog,
Ayan may almusal na ko hahah thank you sa mga volunteer na nagbigay ng food and water #Kakampink  #PasigIsPink #PasigLaban #LeniKiko2022 #LeniWanagSaDilim  #TropangAngat #KayLeniTayo  https://t.co/3XtsqOSiRZ,
Akala ko ba tayo yung sibuyas pero bakit ako yung 😭 #LabanLeni2022  #LeniKiko  #LeniForPresident2022,
#LetLeniLead na para masama PH sa world tour,
Ituro po sana natin na MALI ang red tagging. Na NAKAKAPAHAMAK ito. Ang pagsama at pag-allow kay Neri na magsalita ay tumitindig against redtagging. We have to stop playing safe and CONCRETELY show na mali ito. #WeWantNeri @bamaquino #LeniKiko2022 @teamlenirobredo,
"@NOtoThieves Boba ka lang talaga. Alamin mo kung sino ang tinumpok ni Prof. Carlos. Sino ba ang hindi sumipot kay Prof. Carlos. Lutang ka rin no, mana lang sa nanay mo na si #LeniLugaw",
I still don't know bakit madaming ginagawang katatawanan yung mga kakampink na sumasakay sa free bus or service yesterday. Kasalanan ba namin na may nagkusang loob na magpalibreng sakay at organize yung pagkakasakay nila?  #PasigLaban,
Tama behavior yung mga kaklase/kaibigan ko nung highschool and college. Karamihan sa kanila nagpunta sa #PasigLaban. #PasigIsPink #LeniKikoAllTheWay #LetLeniLead2022,
"Bikers for Leni #LetLeniLead @ Camella Dasma at The Islands, Dasmarinas Cavite  https://t.co/CWlAfscn2y",
@skarner02 Yung sigaw ng crowd nung dumating na sya😍  #CamanavaRockandRosas #LetLeniLead #LeniKiko2022 #LeniRobredoForPresident,
#KulayRosasAngBukas #KulaySakuraAngBukas #HAPPink #YokohamaisPink #GobyernongTapatAngatBuhayLahat #LeniKiko2022  🌸💖🌸💖🌸💖🌸💖🌸💖🌸💖🌸  https://t.co/c2PstxzV0q,
@niccolocosme @JennylynNation Yan ang Presidente ko #DapatSiLeni  #GobyernongTapatAngatBuhayLahat,
"He is my own version of ""nag iisang tiyak, sa sanlibong duda"".   I love you babe! 😍😘😚😙😗 @BTS_twt   #PasigIsPink #PasigLaban #LeniKiko2022 #Kakampink",
#GobyernongTapatAngatBuhayLahat #LeniKiko  https://t.co/IEOdRqdNh2,
"Oh ayan ang proof na malayo pa talaga kahit maghakot papunta sa venue.. kasi naman sila sila din talaga ang umattend sa Cavite, Bulacan at Pasig.  #pinklawan",
"I want to tweet this but it's too long.  48 days and 10 hours left until May 9 and to be honest I think I'll be failing on my assignment to turn my relatives into being #Kakampink. Everytime we're having a healthy debate, it always turns into a heated argument. Sorry #LeniKiko 😭  https://t.co/XKuJOE8exy",
"#PasigLaban is still trending at 480K-strong, along with #KulayRosasAngBukas, Ben&amp;Ben, Melai, Makati, Bretman, Katy Perry, among others. And we all know why. Dazurv ng mga sibuyas yarn dahil #KayLeniTayo!",
My qtsy furbabies #PinkPetstival #Kakampink 🥰💝  https://t.co/eBrM2wMOO1,
"I remember sa #PasigLaban walang basurahan. Ang ginawa ng mga kakampinks natin naglagay ng mga trash bag at dun nagtatapon. May namimigay ng merch, food, at mineral water. Humihingi ng pasensya kapag may nasasaktan unintentionally kasi nga siksikan.",
@_toughkuki Tama!!! #CAMANAVAisPink #LetLeniLead2022 #NoToMarcosDuterte2022 #CAMANAVAisPink #LetLeniLead2022 #NoToMarcosDuterte2022  #CAMANAVAisPink #LetLeniLead2022 #NoToMarcosDuterte2022,
Salamat pero #LeniKiko2022 ako 🌸😊,
"@aeraluna_ Hey, I may be able to answer some of your questions. Obviously, si Leni and Kiko ang iendorse ko sayo. Throw in the questions para makumbinsi ka namen ☺️🙂  #LeniKiko2022 🌸🌷🇵🇭",
hindi ko sila mahanap huhu. Sana mahanap ko yung photo namen dito sa hashtags kung meron man. Binigyan ko sila ng ballers and after non nagoffer sila ng picture. Ang cute pa naman namennn and cute rin yung isa sa kanila BAHAHA hayst #PasigIsPink #PasigLabanParaSaTRoPa #PasigLaban,
"Petition to sing Taylor Swift's ""The Man"" or ""Only the Young"" on the next campaign rally!!!  #KulayRosasAngBukas #LeniRobredo2022  #MakatiForLeni  #PasigLaban  #LeniKiko2022",
"@indiohistorian I also had a fateful encounter at #PasigLaban. When Kian delos Santos' name was mentioned, the middle-aged woman beside me told me that Kian is her inaanak and ""wala talagang kabisyo-bisyo yung batang yun."" I didn't know what to say. I can",
"Pasiglaban is estimated at 137,000. Numbers do not lie.  March 20, 2022  #LeniKiko  https://t.co/8FUhG9EMvk",
Hello po! Saang #LeniKiko rally po puwede magsilbi bilang stage manager? I'm a theatre arts major in UP Diliman and I feel like this is one of the best ways I can apply the education I've received from the Filipino people. #LeniRobredo2022 #LeniRobredoForPresident,
Chef for VP Leni Robredo and Kiko Pangilinan   If you’re wondering why Leni should be the next president of the Philippines🇵🇭🌸👇🏻👇🏻👇🏻👇🏻 Here's why:   https://t.co/OFsU8BbCCo  #KulayRosasAngBukas  #lenikikko2022  #MasRadikalAngMagmahal  #LetLeniLead2022  #LeniKiko2022  https://t.co/F4IQyMzBWD,
The good thing about joining the Leni-Kiko campaign rallies is that you can feel the solidarity of different individuals for a right governance that will lead our Country and also the unexpected friendship that will build up during that campaign.🎀  #LetLeniLead #LetLeniKikoLead,
"For sale: t-shirts, not values. 🌸🌸🌸 #KulayRosasAngBukas  https://t.co/Cnind7lGzy",
nomin lover for #LeniKiko 😚🎀 !! had a fun experience kaganiha gyud ug wala lang kuy curfew ba nag shagit na gyud ko adtu ug pamaayo 😡 !! made some friends and everyone is comfortable to be with ayy huhu.  https://t.co/jnf6rycfvZ,
"Imagine if this is true, that there are, in fact, more than one Leni Robredo looking after us, making sure that the welfare of the marginalized would be the government's top priority...  Perfection. #LetLeniLead2022",
"#KrisAquino recalled at a rally a supposed an unsent letter to #Leni written by her brother Noynoy extolling what he believed were the virtues of Leni Robredo. Since when has #Pnoy been a reliable source of wit, guidance and erudition?  https://t.co/egAL1yfsLp",
"Word for the day: INDEFATIGABLE - in other words, may powerbank 🔌🔋 #UsapangHalalan2022 #LetLeniLead #LeniKiko2022 #LeniRobredoForPresident 💕",
@specialSoPau #kulaysosasangbukas #LetLeniLead #LeniForPresident2022 #AngatBuhayLahat,
"Palaging maninindigan para sa tama, para sa kapwa, para sa kinabukasan, at higit sa lahat para sa bayan. 🌸   #LeniKiko2022  #KulayRosasAngBukas  https://t.co/yEfAGC0MXr",
"First drone shot ng BBMSARA Grand Rally sa Cavite.  Indeed, #CaviteIsPink #NuevaEcijaIsPink #PasigLaban  #CaviteIsPink #800KMinusOne",
@jaytwotheworld @MarieroseAlbano @kikopangilinan No way.  LeniKiko lang.  Wala ng iba.#LeniKiko2022,
#NewProfilePic yup i'm a scoups stan 😩🤲 #LetLeniLead  https://t.co/GaTh07RTOP,
@jaytwotheworld @kikopangilinan #LeniKiko2022 tayo!,
"@pads_nosi #MarcosMagnanakaw  #WorldAllTimeMostCorrupt ""Ibalik ang ninakaw! Huwag ang magnanakaw! #LeniAngatBuhayLahat",
@lenirobredo abot kamay na natin ang para angat sa buhay!!! #LeniKiko2022,
So Kong ako Lang Mas solid parin leni kiko.. #lenikiko2022  https://t.co/VOXcolDFQE,
@herbie_gomez @rapplerdotcom Sobrang kadiri ka talaga salceda🤮🤮🤮 #LeniKiko2022 #LeniKikoAllTheWay,
"kami lang to, ang crack sa solid north. 🤭🌸  #KulayRosasAngBukas  https://t.co/PFOis9bTGE",
The ☀️ heat is on! Figurative &amp; literally ✊ #LetLeniLead2022,
@akosi_johann13 @jethroamparado @DiazPanic sama-sama tayong tumindig para maging  #KulayRosasAngBukas 💗🌸,
Pink waveeeee cute lungs 😄  #LeniKiko2022 #angatbuhaylahat  #PasigIsPink ystrdy,
EDSA 1986 feels!! #IhandaangSalonpas #LeniKiko2022 #LeniKikoAllTheWay,
Guys!!! Sa mga pro-leni dyan.. share nio to sa mga stories nio (FB or IG).  May naconvert ako isa 2hrs after I post this vid.  Nagreply sya sa story ko ng “mag-BBM nalang kaya ako?”  then I started the discourse. 🇵🇭🙌🏻 #PasigLaban #PasigIsPink  https://t.co/ZEDVTreM0b,
Masarap maging Filipino kung pipiliin natin ang tama #PasigLaban #PasigIsPink #LeniKiko2022 #Kakampink  https://t.co/7dMOrLRSgk,
"@lezzgoNationalU @lilyganados Ako naman sa tiktok nakikipagbardagulan. Dami nilang say don abt sa #PasigLaban na dahil daw sa free concert pumunta mga tao, makalat daw after, may bayad daw,&amp;etc. nakakapagod pero kakayanin natin to! 💖",
#PasigLaban #KulayRosasAngBukas  #PasigIsPink  #Rosas  https://t.co/7zwWckGqO7,
"This is NOT the time to be divisive. Eyes on the prize folks. Through VP Leni, the country needs us now more than ever. Regroup. We have one goal. Set aside differences. Be inclusive. Kahit at this time lang. 🌸  #NuevaEcijaIsPink  #10LeniRobredoPresident  #PasigLaban",
#PasigLaban #BakitSiLeni #Kakampinks #LeniKiko2022 #LeniKikoAllTheWay  salamat @VicoSotto  https://t.co/kxBx6rBgNI,
"share ko lang, hilong-hilo ako kanina during this time kasi (mahihiluhin talaga ako especially sa big crowd lol) anyways tumayo po ako sa national anthem 😭😭😭 tumaas balahibo ko legit hahaha #PasigIsPink #LetLeniLead2022 #LetLeniKikoLead2022",
Ang talented pala ni Minnie. Abante babae!!!🤣  #PasigLaban  #PasigIsPink  #LeniKiko2022   Disney's 'Lofi Minnie: Focus' Album  https://t.co/gaY5mcG2Gh via @YouTube,
#ProfCarlos #LeniKiko2022  #Leni #Pasiglaban  https://t.co/L5HPJtYN7M,
"@anjo_bagaoisan @DarnaImpakta Thank you for endorsing VP Leni. Pero may something fishy pa din jan sa 'RoSa' na yan. #LeniKiko2022 lang, walang iwanan! 🌸",
1 week na🥲💗🎀 #PasigLaban,
"@khayleysi @tinherondale tama! tingnan natin ang saksakan ng yabang at angas ng batangueno! 🙈🌺 kami laang naman ay maliligalig, pero #LeniKiko ang ibig! 🌷💞",
Omg it's #KulayRosasAngBukas kase😭,
@vinbermudez Ay! Ito 'yung dinner namin after #PasigLaban. Engshereeep! Kung saan ang lakas lakas maghilik ni si sir Edu. 🤣 Ems.,
"Emerald hangover tweet: Over 200 @DapatSiLeni volunteers were supposed to meet up sa #PasigLaban last week. Pero gaya ng karamihan, naudlot ang grand eyeball dahil sa kapal ng tao. Hanggang sa muli! 😅  https://t.co/ooLOS2tP5p",
@labanLeni_Engr @mcLareeeeen tanga kaba,
#KulayRosasAngBukas  🌺🌷🌸💗,
Sagot ni Judith Dumulot at Edna Velasco kung #BakitSiLeni  https://t.co/sylYSaq5kc via @YouTube,
"@IyaSMendoza Gumagapang sa mga Kakampinks? Nagtutulak na ilaglag si Sentri?  In the first place, di naman endorsed ng MAKABAYAN si Sentri ah. Second, active na active ang libo-libong aktibista para sa pagkampanya kina #LeniKiko kasama na rin ang 3.5 milli",
i am a Nurse &amp; i am for LENI-KIKO!! 💕🌸  #LeniKiko2022  #LeniKikoAllTheWay #LeniForPresident2022  #KikoPangilinanForVicePresident 🌸💕  https://t.co/qGqOmyDKVl,
"Nakaka proud na may ma convince for leni. Isang registered voter na nawalan na ng tiwala sa kahit sino sa gobyerno at di na sana boboto sa may 9. Pero after ko ipaliwanag ang meron si vp leni, kakampink na sya  My President #CAMANAVAisPink  #LetLeniLead2022  #DavaoIsPink",
After #PasigLaban lang ako nagpaka-active sa Tiktok. Grabe ang pa-welcome ng trolls. Pero I felt safe with the #Kakampinks na nandun din to support!  https://t.co/PreqiWA4Yw,
San makakabili ng pink shirt na sinusuot nila vp @lenirobredo and sen. @kikopangilinan ? I want also #kakamPink  #LeniKiko  #KulayRosasAngBukas  #TeamPink,
crowdsourcing: where i can buy a good quality of #LeniKiko2022 car stickers?! tysm 💕,
Halaaa 🥺 mukhang yung #PasigLaban na yung huling sortie ko na napuntahan! Malacañang na next 🙏🏼💕💕💕💕💕💕 #MakaTindig  https://t.co/DqFzI3BAlg,
LSS aq since #PasigIsPink..   Nica del Rosario ft. Gab Pangilinan - ROSAS (Official Audio)  https://t.co/ucZ1hvljab via @YouTube,
GAGO ANONG PINK HAIRED CHEOL OMG #LETLENILEAD,
@eryenn1 #LetLeniLead2022 💮🌸,
"Exactly 2:00 am, from undecided🤍 to decided. I'm sure to be one of those #Kakampink 💕✨#KayLeni",
Para sa lahat ng sibuyas ng #Pasiglaban  https://t.co/jYsbExDmfa,
