tweet,polarity
"Ok, nasan yung real diploma, fake diploma kasi yung iniinsist. Sasabihin nyo old narrative na yan, bakit di maglabas ng resibo ng matapos na?  #MarcosDuwag #MarcosSinungaling #MarcosMagnanakaw #MarcosLoser",negative
Before sabihing BRING BACK MARCOS sana RETURN WHAT WAS STOLEN muna. #MarcosMagnanakaw #NoToMarcosDuterte2022 #ChargeTheMarcoses #Halalan2022,negative
"Hindi LOSER  si LenLen! Si JunJun ang POSER !! Makaimbento ang tindi! Lahat gagawin para manalo. Tandaan, Pilipinas! Tayo ang talo pag si JunJun ang naupo  #NoToMarcosDuterte2022  #MarcosMagnanakaw  #MarcosDuwag",negative
spoil brat sinasantosanto abusado blood ireport,negative
Ps di niya plano ang hindi pag attend sa debate! Duwag lang siya #BBMduwag,negative
hirap makipagusap close mind,negative
@akosirenzoy I feel bad for these folks. Sila ang lalong gagapang sa kahirapan under jr. Look at those eyes. Mirthless. hopeless. Weighed down by poverty. Fooled by misinformation.   #BBMduwag  #BoyingSinungaling  #MarcosNumber1Sinungaling,negative
@BONGFORPRES_22 Boy Ngiwi mag bayad ka ng utang mo na 203B.  #BoyingSinungaling  #MarcosDuwag  #MarcosMagnanakaw  #MarcosSinungaling,negative
"@ABSCBNNews Hangal! Habang nabaha na ang paglabas ng totoong mga balita, nakikita na rin ang tunay na kulay ng hunyangong ito. Dun ka sa mga supporters mong bulag at bingi sa katotohanan umiyak. Para sayo at sa kampon mo, matino ka. #NeverAgain #NeverForg",negative
"pinagtatawanan nalang tayo ng ibang bansa, can you believe the people still want to #BringBackMarcos ??? Sa Pilipinas ka lang makakakita na hamak haba na ng resibo ng katiwalian, pwede ka pa ring tumakbo for the highest seat of power",negative
come camp benefit redtag fake videosnew candid anyth biggest reason polar lie fake news marcosdutert tandem support,negative
afraid attend debat best clear fake news,negative
"Sa true lang. okay lang kayo, baby em supporters? Ang clown nyo 🤣 #BBMLoser #MarcosDuwag #MarcosNumber1Sinungaling #NoToBBM",negative
loser ofw,negative
@fritzthereal1 Alipunga ng paa ni #MarcosMagnanakaw,negative
plastikadang sirain saril politika tama pwee,negative
Daming in denial pa din.  Why support a family of thieves &amp; pathological liars??   #NeverAgain #MarcosDuwag #MarcosNumber1Sinungaling #BBMLoser,negative
This is as f**king same as vote buying... #UniThieves #MarcosDuwag #HindiPAKamiBayad,negative
Sa mga masa at mahirap na tagasuporta ni Marcos: Kahit kailan hindi siya maka-masa at maka-mahirap. Tuwing eleksyon lang niya kayo minamahal at nilalapitan. Ginagamit n'ya lang kayo. Isipin n'yong mabuti. Huwag kayong magpaloko. #MarcosMagnanakaw #MarcosSinungaling #MarcosDuwag,negative
pinagpipilitan kasong tax evas namang maipakitang ebidensya keso pilit binabalik abscbn proven guilti tax suprem naisip,negative
bukambibig mraco magnanakaw silang proheba lutang,negative
advanc question tanga,negative
#MarcosMagnanakaw Gusto niyo pa lalo magalit? Google Chico Dam project,negative
"#MarcosMagnanakaw  Triggered ka?🤣🤣 Kaya Wag kayong Ta tanga! Kasama kayo sa mga ninakawan ng pamilyang Diktador nayan. Wag sarado ang mga utak🤓. Matindi talaga ang pagka engkanto sa inyo, dapat mapa suri at Ma tingnan kayo sa Albularyong si Ed Caluag para Matawas.🤣🤣🤣",negative
"Kaya mga kababayan, sabay-sabay MARCOS MAGNANAKAW #MARCOSMAGNANAKAW",negative
"Sino ba talaga ang pwedeng ""role model"" ng mga kabataan? #LeniRobredo- maka Dios, maka tao, matalino,masipag, maipagmamalaki sa mundo.#BBM - tax evader, unpaid P203 billion estate taxes #MarcosDuwag ,#MarcosNumber1Sinungaling  #NoToMarcosDuterte2022  https://t.co/wZpoECVNth",negative
say candid kaninang debat bitch ass,negative
"@bongbongmarcos ano kaya ang pakiramdam na ilaglag ka ni Sara without h basta siya ay mapapwesto lang? May lumabas na nga na kung ikaw manalo, gagawin nila sa iyo ang ginawa kay Erap at napapwesto si GMA.. #BBM",negative
How low can you go? #MarcosDuwag #MarcosNumber1Sinungaling #MarcosMagnanakaw #DutertePalpak,negative
"LBM camp spamming mobile users, mostly from Visayas and Mindanao.   This should be stopped @lawyersforleni @LiberalPH #NoToMarcos #NoToMarcosDuterte #MarcosMagnanakaw #MarcosDuwag  https://t.co/ViTm3SbClv",negative
gawain dutert halatang maniobr,negative
support diktador tax evador tanga,negative
"Eh kung sana nagsimula ka nang manood noon pa, doon sa mga debates na inurungan ng idolo niyo, malalaman mo ano plataporma nung apat! My gosh, tigilan ang pag-inom ng coke 🙄🙄 #CaMaNaVaIsPink  #BBMduwag  https://t.co/cQnFuMnnHb",negative
bbm aq binayaran ipost,negative
Their own words against themselves. #TheKingmaker #BBM #BBMSARA2022 #BBMForPresident  #BBMSaraUNITEAM #MarikinaForUNITEAM,negative
halong paninira sinab pilipina kalaban,negative
"@eydipi28 O, UNITHIEVES, alam nyo na. May mamarcosin nanaman kayo. 😅 #MarcosDuwag  #MarcosSinungaling #MarcosMagnanakaw  🤡👊🐶🇨🇳",negative
"Dapat lang na hindi iboto LAHAT ng kandidato ng uniteam, KBL at lahat lahat ng sinusuportahan ng grupo na ito. Ayaw nila ng katotohanan eh, ayaw nila ng mga nagsasabi ng totoo. Gusto puro bulok na kasinungalingan. #NoToMarcosDuterte2022  #NotoUniteam #NeverAgain  #NeverForget",negative
@r_anj_eline E kasi halata namang charot charot porke balwarte nya at walang magre-rebutt sa kanya. Fake tapang is #MarcosDuwag.,negative
"Gusto ko pa sanang patulan, kaso naisip ko, wag na lang, sayang lang pagod ko sainyo kaya susunugin ko na lang kayo☺️   *pre-law nga po pala ang course ko😚  #MarcosDuwag  #MarcosTaxEvader #MarcosMagnanakaw  https://t.co/7nLB5rawvd",negative
22 hours na gising. Hindi kasi tayo tulad ng mga Marcos na tamad at umaasa lang sa nakaw na yaman. #LenLen #BBMNumber1Sinungaling #MarcosDuwag,negative
pest nagkalat nyc umayo pilipina madumb lutang pde ibagsak pilipina dhil kabobohan khit simpl hndi masagot tama pilipino samga tagal nagserbisyo mabuti kap,negative
old father brought edsa peopl power revolut what happen ortiga edsa feel,negative
jusko nakakahiya #BBM jusko,negative
bebi appar microphon stand recent comelec debat question second bebi wtf absent debt tax,negative
"@ABSCBNNews Si Bongbong Marcos ay walang karapatan, integridad at kridebilidad na mamuno sa ating bansa. #NotoBBM #NeverAgain",negative
owemjii mad mad bbm duwag,negative
sick politician use poverti campaign strategi jobsinfrainvestor stop histori worthlessyhoo claim highest educ fall uncivil comment,negative
"@canete_darwin Stick to comic books dude like #MarcosMagnanakaw your idol, sticking to stealing and being scared, always.  Eejit.  #BBMSAbasuRA2022🚮 #PiliPinasDebates2022",negative
nabuhay korapsyon talagang korapsyon boboto,negative
less attende pink taliban parad loser knina qc accord pnp bagsak sunod sunod survey bwahahahaha,negative
"So, apparently yung poem na narinig sa rally ni BaByM ay minarcos pala 😔 #halalan2022 #MarcosMagnanakaw  ORGINAL.PIECE  Check out kenma's video! #TikTok  https://t.co/7LAVIHj3Vj  (Yung writer is for Lacson daw based sa comment nya sa Tiktok)  https://t.co/7gvqmOhaQW",negative
peopl power nagpaali peopl power tutuldok,negative
@rapplerdotcom Mga laki sa nakaw  #lakisAnakaw #marcosmagnanakaw,negative
Don’t put poison in your own food. #LeniRobredo2022 #KulayRosasAngBukas #MarcosDuwag,negative
kapal mukha support bonget ugali,negative
"Dahil Kampanya yung mga iniidolo kong artista nagbago na Sumupurta lang kay leni, Natuto nang manira ng kapwa. Nakaka lungkot kasi, kailanga ba talaga nilang manira ng iba para maiangat lang ang kandidato nila? #BBMSARA2022 #Halalan2022 #BBM #",negative
bobo support silang script jusko internet research tiktok nakakabobo,negative
eki dumidikit anak diktador sinung murder iyakin duwag magnanakaw,negative
kill rape abus tortur height militari oper samar high offici start log mine concess whole provinc,negative
bobo bobo campaign manag support,negative
@NuevaCastillan3 You're calling Leni as duwag when in fact we both know kung sino ang totoong duwag. Beh kahit anong gawin mo kasama na sa pangalan nila ang nangyari noong martial law gaga patawa ka defend ka nang defend habang 'yong dinedefend mo eh DUWA,negative
gagu hilig talagang magtwist stori naiini sumasamba syempr kaaawaan putangina gagu,negative
"I have no doubt Leni will win the presidential elections. But if you closely study the moves of the Sara camp, it appears to me that nilalaglag nila si Marcos.   So mga Kakampink, let's make sure to vote both Leni and Kiko.   #LeniKiko2022 #MarcosMagnanakaw  #MarcosSinungaling",negative
@dogeholder2001 @khaz_u Ano sa hashtag ko ang hindi fact? Please enlighten us 😂 #BobongMarcos #MarcosMagnanakaw #MarcosTaxEvader #MarcosSinungaling #MarcosNoCollegeDegree,negative
Marcos saying magaral tayo ng mabuti at magresearch at magbasa ng libro dahil siya ang apektado ng fake news?!?!?! Coming from the person na hanggang special degree lang at hindi nag graudate? Ni mismo oxford na ang mismong nagsabi niyan. Gaguhan 101 with the #Unithieves. #BBM,negative
"hindi po yan mapagkumbaba, GUILTY po kasi yan. #MarcosMagnanakaw   tandaan niyo po, ang tumangan ng ninakaw ay kasabwat ng magnanakaw.   masakit na ang bangs ko 🤯",negative
"@dzrhnews @sarchavez station manager, Ka Cesar..  BA'T hinahayaan nyong MAGKALAT ng #FakeNews sa inyong istasyon ang katulad ng matandang jonathan dela cruz tungkol sa mga NAKAW na YAMAN ng #MarcosMagnanakaw ??!!  https://t.co/tik9rQJFat",negative
"Liar liar, like father like son. Blame others for your own benefit. #MarcosDuwag  #LeniKiko2022",negative
ibasura build build build goodby subway kawawa pilipina manalo,negative
pinatutunayan hnd karapat iboto makakasira tandem,negative
#BBMLoser loyalists are the real #LenLenLoser. Desperado! #MarcosDuwag  #LeniRobredoForPresident #LeniRobredoPaRin,negative
yeng volunt version inggitero inggitera support binayaran ph,negative
Hindi Naman talaga masama Ang lugaw tinawag ka lang lugaw dahil lugaw ka lagi kung kumuda jusko akala mo minamasama namen lugaw sarap na sarap pa kame sadyang lugaw ka lang pweee ..#Halalan2022  #BBMIsMyPresident2022  #bbmsarauniteam2022,negative
@cHink0i GAGO SI FERDINAND MARCOS JR.  also #MarcosDuwag  #MarcosMagnanakaw,negative
"Buti nga sa'yo, Bayarang Tunying!   Xian Gaza is spitting truth bombs! Hahaha! #MarcosMagnanakaw #MarcosDuwag #MarcosNumber1Sinungaling",negative
pilipino mangmang magpaloko suportahan bumoto pananagutan pakiusap,negative
Hindi ko na talaga alam ang iisipin sa mga supporters ni #MarcosMagnanakaw,negative
"Kaya pala traffic sa Fairview, may asong gumagala  #BBMDUWAG #BBMSARA2022 💩💩",negative
@landinakiripa @AlfredG66959652 @News5PH Bulag pipi bingi yamg mga yan. Niloloko na ng harapan pero himod paren.  #MarcosDuwag  #MarcosSinungaling #MarcosMagnanakaw  🤡👊🐶🇨🇳,negative
time ganyang crowd dame caravan wayyyyyyy larger pinagmamalaki,negative
"@edzclavel @probeph @altermidya @onenewsph @viceasia , probe the dubious and obviously trying hard clout chaser cultish network.#MarcosNumber1Sinungaling #MarcosMagnanakaw #fbimostwanted",negative
magbundok bbm mt kupapey mountain provinc feb,negative
gigil gigil ganap tutukan campaign ralli papano tumapat energi attende energi paabot organ,negative
kani liter gigil galit,negative
Wag sa mambubudol #NeverForget #MarcosDuwag  Sa tapat po tayo #LeniforPresident2022     https://t.co/sKVzC2G1uM,negative
proud proud marcoleta freak thousand employe lose job shame,negative
ina nadamay school comment section resibo caption da trigger hayyyi kawawa die hard pilit pilit,negative
#PasigLabanParaSaTRoPa  The real issue is the payment of #Marcos ' unpaid P203 billion estate taxes. #MarcosMagnanakaw #LeniKikoAllTheWay  https://t.co/FYhQbdRLyP,negative
sumisigaw democraci freedom speech dictatorship tularan masamang ugali pakibalik gmrc rotc matutong magrespeto disiplinado generat,negative
"@marortoll despicable, but that's politics, there will always be whores in all niches of society, thick skins mostly gets a kick out of it. #Philippines #Halalan2022 but my vote is already locked to the #uniteam #UniteamBBMSara2022 , these spins of news i",negative
"Yung friend mo na sakit sa bangs. Ninakawan na, mag-aambagan pa para magbayad sa ninakaw.   #MarcosMagnanakaw  #MarcosNumber1Sinungaling  https://t.co/PJwaQraJHL",negative
@LadyAnakSaLabas hahaha mga naguwian lang ung hindi kinakaya matatalo ung magnanakaw at sinungaling nilang idolo sa nag titimpla ng lugaw. #marcosduwag #MarcosNumber1Sinungaling #unithieves,negative
"@alicias_ameia @ShameOnYouPpl She isnt matalino,only super matalino.Di tulad mo bobong troll,ayaw niya sa magnanakaw sinungaling tax evader addict peke ang diploma tamad hanging around jobless w/ nothing between his ears  #NotoBBMSara #LeniKiko2022",negative
Ikaw na talaga Ma'am Bing! Iba ka! #CAMANAVAisPink #MarcosMagnanakaw #NeverAgain  https://t.co/vF2fic0rvC,negative
nitong feel elitista macconvert bbm support feel superior mahirap pinapamukha tbh panget strategi work,negative
NAKAKADIRI YUCK🤮🤮🤮  #LenLenLoser  #BBMSaraUNITEAM  https://t.co/0Ue1JDnXv5,negative
Ariana Grande is a global mega star.  Toni Gonzaga pang tabi tabi.  🤣🤮😅😆😄😁👺🐒🦀💩  #BBMLoser  #MarcosMagnanakaw  #MarcosNumber1Sinungaling  #MarcosDuwagParin,negative
King ina niyo!! #MarcosDuwag,negative
"There are actually some people, especially some political scientists, who are referring to The Prince as a satire for fanatics to members of royal families back then who believe that tyranny can sometimes be justified.  #NeverAgain #NeverForget #MartialLaw #Marcos #MarcosDuwag",negative
take time send standard repli boycott branch ulul patayin gutom mangmang nagpapauto plunder dumami parepareho silang salot li,negative
Electing corrupt politicians and dynasties over and over is a clear sign of idiotic education. #VoteWisely #Halalan2022 #NoToMarcosDuterte2022 #MarcosDuwag #MarcosNumber1Sinungaling #MarcosMagnanakaw,negative
Is the system so corrupted that people can’t comprehend the fact that people are actually volunteering for a presidential candidate? #DapatSiLeni #BBMSaraUNITEAM #volunteers,negative
talagang matapang apo tigr nort attend cnn debat puta simpl bias tigr quiboloy lul tigr nort ont respeto tigr,negative
one thing that i notice about these apologists is their massive egos and their sheer stubbornness to listen.  anyways let them. it's harder for them to fall from such heights.  #MarcosDuwag #MarcosMagnanakaw,negative
kurap politiko anib pahalata,negative
@inquirerdotnet Politics of #MarcosMagnanakaw  is pagiging kawatan ng kaban ng bayan,negative
potacca tapang topic divorc diyo binabanggit tanga sadyang nasobrahan suntok utak,negative
fals asia puls asia,negative
"Kpag tinanong ma bakit mo iboboto ang kandidatong may utang sa Gobyerno ng 200 Billion, TANG*NA HINDI PWDENG ISASAGOT MO ANG ""RESPECT MY OPINION!"" kasi sabit ako sa katangahan mo! #marcosduwag",negative
"Iba rin talaga mental gymnastics ng mga diehard supporters and fanatics ng mga magnanakaw, noh?!? Kasing labo ng sagot ng idolo nila #BBMSARA2022 #BBMSaraUNITEAM #LeniKiko2022 #LeniKikoAllTheWay #KulayRosasAngBukas #MarcosDuwag #MarcosMagnanakaw #MarcosInutil #DuterteBulok",negative
deni nanalo,negative
ishar mukha dutert whole nawawala spotlight manok sina rtqrt photo kalaban tactic pass timeli deadma,negative
tanong iboboto panay absent debat although kawalan good avenu prove worthi boto nakakapanghinayang plano,negative
@Concom80578209 @DobolZ1629 @iamwhatiam300 PRES. Duterte described #BBMDUWAG AS WEAK&amp;SPOILED! SO TRUE!He only speaks English well. He didn’t even earn a Master’s Degree like Lee Kuan Yew’s son who is now running Singapore &amp; went to both Camb,negative
pati supporters pinaglololoko mo. paano pa ang mga hindi kung maging panggulo ka? #NoToUniteam #NoToMarcosDuterte2022,negative
@guingonabart ganyan sila lumaro. marumi at d patas. God’s will ang mananaig- let us continue to pray and work hard for #LeniKiko2022 #KulayRosasAngBukas #MarcosDuwag #MarcosNumber10,negative
Pag nanalo yan at gumawa ng kalokohan sa gobyerno kawawa kayong mga hampaslupa 🥱 BBM PA MORE  #BBMDUWAG #BBMSARA2022 💩💩,negative
understand peopl call god christian support thiev liar time justic compass god naulol kaloka,negative
pinapasampalan diploma fake fake name nagnakaw mana idol illeg makukulong,negative
tunay corrupt plunder polit dynasti incompet magnanakaw convict kaibigan child sex traffick drug lord traitor,negative
Nakakasuka mga seaman na bbm. Wala namn masagot bat si bbm e boboto puro tiktok at fb source ampota. #Bbm,negative
